Date,AAPL,MSFT,AMZN,TWTR
2014-02-28,-0.0026532236667549114,0.01188589540412055,0.005470246855302285,-0.015420476958938667
2014-03-03,0.0027932960893854997,-0.01383450796136787,-0.006407069870201787,-0.021853942815516225
2014-03-04,0.006632179334129296,0.01667548967707777,0.011451442548223945,0.01061254887358043
2014-03-05,0.0021083146659639507,-0.007810466024472773,0.023275625171750525,0.0018422991893882745
2014-03-06,-0.003024326101249253,0.0010495932826029009,-0.0005639552058436248,0.008275101140124974
2014-03-07,-0.0005275652862040126,-0.006553079947575369,-0.0002687016337059589,-0.023709648002918082
2014-03-10,0.0009237265769330705,-0.0021108179419524475,-0.004112239961296615,0.006538389688025337
2014-03-11,0.009624258404746344,0.005288207297726055,-0.004615010930289043,0.0025983667409057443
2014-03-12,0.0010446591799424532,0.006575486586007262,0.00493465647199165,0.008885597926693745
2014-03-13,-0.011087920688755415,-0.009929448654298456,0.002347291172026811,-0.01706422018348619
2014-03-14,-0.011212241129138767,-0.005014515703351763,0.0060025302145299,-0.030800821355236097
2014-03-17,0.003868729989327635,0.009283819628647105,0.003478353935891354,0.00250385208012327
2014-03-18,0.008770764119601315,0.03942181340341655,0.00994560580204773,-0.01767531219980778
2014-03-19,-0.00026346989856407266,-0.007079646017698948,-0.014626290360904903,0.0021513788382554466
2014-03-20,-0.0047437079984187225,0.02699261522790919,-0.011413873482838954,-0.021857923497267895
2014-03-21,0.0078114656427910045,-0.004215224398710693,-0.02263056617069148,0.015961691939345712
2014-03-24,0.011954808197582656,0.008466135458167434,-0.024319227996228654,-0.04222309505106048
2014-03-25,0.010775022718421345,-0.003950617283950519,0.008128463834019994,-0.018248923518556448
2014-03-26,-0.009632674030310762,-0.013634110064452254,-0.031857009951791526,-0.0720551378446116
2014-03-27,-0.004279600570613384,-0.01080673536064336,-0.014385137299438022,0.042538825118163315
2014-03-28,-0.0011721802552748795,0.02388211382113825,-0.000531804886696019,0.021157167530224452
2014-03-31,-0.00013039509714418696,0.017121588089330064,-0.005705164208223756,-0.013319238900634134
2014-04-01,0.009128847157016118,0.010490363503293576,0.0197110239029612,0.006642382686950832
2014-04-02,0.0016800206771776516,-0.0016900048285852787,-0.0030030030030030463,-0.02660706683695191
2014-04-03,-0.006966842988001654,-0.008222490931076298,-0.02438881740554444,-0.036737371528537066
2014-04-04,-0.012992074834351053,-0.027798098024871987,-0.03183262394340869,-0.020658342792281403
2014-04-07,-0.015664077925496844,-0.0017557060446451445,-0.01622291021671829,-0.01599443671766332
2014-04-08,0.0,0.0005025125628141947,0.029298841893252714,-0.015783274440518302
2014-04-09,0.01310510831773204,0.01632345554997494,0.014461736019812266,0.016993776926759185
2014-04-10,-0.012935586061246118,-0.02742772424017792,-0.04427365883062084,-0.027065191809837574
2014-04-11,-0.007354907729339333,-0.003810975609756073,-0.016965721673867118,-0.03120464441219173
2014-04-14,0.004041492657955059,-0.0007651109410864443,0.013409039874250128,0.020474406991261018
2014-04-15,-0.007245404535086597,0.014548238897396537,0.0005381279478331447,0.11377538536824083
2014-04-16,0.002027300986619851,0.01635220125786163,0.024044545684636764,-0.024165202108963113
2014-04-17,0.01146479633126507,-0.009653465346534662,0.0038000494315373334,0.013282305267897199
2014-04-21,0.011868249099880046,-0.0017495626093476657,0.0183435412883568,0.024883359253499382
2014-04-22,0.0010542962572481773,0.0012518778167251998,-0.004684619336899676,-0.002384565358768631
2014-04-23,-0.013164823591363839,-0.0075018754688672695,-0.01439329527511235,-0.0015210777922642915
2014-04-24,0.08204375667022412,0.004283194759385323,0.038726970238462055,-0.024591947769314504
2014-04-25,0.00739736160769322,0.0012543903662818323,-0.09882841465223191,-0.07161981258366801
2014-04-28,0.03867335699424812,0.024054121773991577,-0.023862028107823452,-0.02114876231675089
2014-04-29,-0.002945681630729391,-0.00880841693173473,0.012812731809292544,0.04640314264669776
2014-04-30,-0.003781611912077598,-0.0027153789187854827,0.012484186696850585,-0.08564054434537771
2014-05-01,0.0023724792408066353,-0.00990099009900991,0.012363134186038849,0.003079291762894565
2014-05-02,0.0017751479289942473,-0.007750000000000035,0.0003897495858911082,-0.001790739319519119
2014-05-05,0.014176018901358445,-0.006550768455530265,0.006623161585662896,-0.006919528446950318
2014-05-06,-0.010832847990681294,-0.009383717981232498,-0.04086437671343335,-0.17806451612903218
2014-05-07,-0.003532736693358407,0.009216589861751112,-0.01570381330284487,-0.03736263736263745
2014-05-08,-0.007326873079650298,0.005580923389142622,-0.014997779372074693,0.0424005218525767
2014-05-09,-0.004166666666666652,-0.0025227043390515513,0.01359600443951181,0.0028160200250311185
2014-05-12,0.012432755528989814,0.010875063227111736,0.03633999452504799,0.05897035881435264
2014-05-13,0.0015350100366040564,0.011258443832874665,0.005877303044310889,-0.016205067766646986
2014-05-14,0.0002357934449424004,-0.004453240969816918,-0.023043592436974736,-0.016172506738544423
2014-05-15,-0.008486562942008447,-0.015904572564612307,-0.00816477387272363,-0.002435312024353098
2014-05-16,0.014740846409890596,0.005808080808080707,0.008502998069040313,-0.015563014952700849
2014-05-19,0.011832239925023469,-0.0020085362791865125,-0.003157541148807508,-0.0058896466212026155
2014-05-20,0.00023156188491380014,-0.001761006289308198,0.014927887855506139,-0.009354536950420989
2014-05-21,0.00266234517884012,0.016885080645161255,0.012683024004781052,-0.0006295247088448086
2014-05-22,0.0015008081274532348,-0.006195786864931829,-0.0003278581030129457,-0.007244094488188968
2014-05-23,0.011296829971181532,0.0004987531172069293,0.02403988062051088,-0.032360406091370586
2014-05-27,0.01880770545993382,0.0017447657028912822,-0.004547783756085111,0.0003278688524590567
2014-05-28,-0.0026851644663234975,-0.004478726051256543,-0.0021234154816290873,0.10685021304490339
2014-05-29,0.018285842494951687,0.008247938015496281,0.011671395408821006,0.006810778797749384
2014-05-30,-0.0037457309683814888,0.014873574615765772,-0.0039199439097455935,-0.045882352941176485
2014-06-02,-0.00685613181466338,-0.003663898387884723,-0.011870100783874737,-0.021270036991368646
2014-06-03,0.014140964257877586,-0.012257906349595449,-0.005342572205672802,0.026141732283464503
2014-06-04,0.011418533157663724,0.0007446016381236209,-0.001334678863244343,0.009821976672805377
2014-06-05,0.0039079461571862595,0.022073412698412787,0.054729773779255586,0.03009118541033451
2014-06-06,-0.0028114186851211365,0.006551807813637289,0.01885218036282721,-0.01652404839185606
2014-06-09,0.016048579483842973,-0.005062680810028808,-0.006582339915673252,0.034203420342034274
2014-06-10,0.005869797225186657,-0.0038769081657379356,0.014992366412213798,0.02610966057441244
2014-06-11,-0.004137931034482789,-0.006081245439065963,0.00839324930056251,0.004806333050607847
2014-06-12,-0.01672704027274652,-0.006852667645619204,-0.027714797136038083,0.03517163759144615
2014-06-13,-0.010943764221475805,0.016017742730409124,0.0011045994292901984,0.00298994291927146
2014-06-16,0.010078878177037787,0.006548629638612802,0.004137677383762028,0.030352303523035307
2014-06-17,-0.0013015184381779399,0.004337349397590451,-0.006104633416763372,0.0
2014-06-18,0.0010860121633362585,-0.0007197696737044623,0.026902524414962103,0.01893740136770128
2014-06-19,-0.003471468865263727,-0.003361344537815114,-0.02207069800825412,0.004130098089829559
2014-06-20,-0.0103418245155672,0.004095398699108799,-0.008562691131498545,0.008740359897172256
2014-06-23,-0.0008799912000879706,0.007437619961612407,0.009376927822331904,0.007135575942915473
2014-06-24,-0.0060552680832324235,-0.005953798523458009,-0.009412052316342678,-0.026315789473684403
2014-06-25,0.0008861320336730483,0.0069477719214183775,0.010118460019743258,0.025467775467775677
2014-06-26,0.005976095617529875,-0.007375684035213048,-0.005344490593696571,0.05017739483020778
2014-06-27,0.011881188118811892,0.012703739213806298,-0.003438852896926581,-0.012306949806949796
2014-06-30,0.010328332246140493,-0.013017751479289852,0.00064700989000821,0.000977278279990168
2014-07-01,0.006348864736898552,0.004076738609112507,0.023431245766365016,0.02636075176958741
2014-07-02,-0.00042771599657820403,0.0007165034631000378,0.0013839164836488838,-0.006658739595719276
2014-07-03,0.005883611467693672,-0.0023866348448687846,0.01394021330929851,-0.010533875987550956
2014-07-07,0.020631713282994735,0.00454545454545463,-0.011674419982814266,-0.02661504960077432
2014-07-08,-0.0064603521933938035,-0.005001190759704732,-0.02920101933743069,-0.07009694258016408
2014-07-09,0.0004195070791819244,-0.002632838678793714,0.01902350143602738,0.017375033413525864
2014-07-10,-0.0036691477094034086,0.0002399808015358662,-0.006212686001757728,-0.00578034682080919
2014-07-11,0.0018939393939392257,0.0098368522072938,0.05574530373261766,0.01294926004228314
2014-07-14,0.012917454316320187,0.001187930624851452,0.026343154246100564,-0.0005217845030001111
2014-07-15,-0.01171591498185598,0.007356430944470915,-0.0024766407745131502,-0.011224223440355008
2014-07-16,-0.005665127989928576,0.038398115429917334,0.004119173908136764,-0.011879619852164791
2014-07-17,-0.017830765984384822,0.01020871143375679,-0.009693734194998527,-0.014961261020571825
